"cluster","plot","plot_id","tree_dbh","tree_height","h1","h2","h3","imputed"
"27","B","27_B",1.5,NA,1.70032798690436,1.69376392521108,1.74023647821522,TRUE
"27","B","27_B",13,NA,12.382457133121,11.8057209584311,11.689553988956,TRUE
"27","B","27_B",14.3,NA,13.5934877113545,12.9257735611699,12.7095789697766,TRUE
"27","B","27_B",11.3,13.9,13.9,13.9,13.9,FALSE
"27","B","27_B",26.5,NA,22.8675825199999,21.3853319957809,20.0873265526131,TRUE
"27","B","27_B",28.5,NA,24.0668588495542,22.4659275316639,20.9942068391088,TRUE
"27","B","27_B",20.5,NA,18.7626846393402,17.6647452181396,16.9072374576663,TRUE
"27","B","27_B",37.8,NA,28.7571907169425,26.6665580863614,24.4549246042258,TRUE
"27","B","27_B",1.7,1.9,1.9,1.9,1.9,FALSE
"27","B","27_B",22.6,NA,20.2922950841483,19.0552540597015,18.106638699289,TRUE
"27","B","27_B",14,NA,13.3178102106449,12.671159032433,12.4787250767866,TRUE
"27","B","27_B",18.1,NA,16.8808014339514,15.9468916488647,15.4061807118089,TRUE
"27","B","27_B",20.5,NA,18.7626846393402,17.6647452181396,16.9072374576663,TRUE
"27","B","27_B",72.6,42.05,42.05,42.05,42.05,FALSE
"27","B","27_B",28.7,NA,24.1826090898036,22.5700771645946,21.0812381263518,TRUE
"27","B","27_B",3,30.46,30.46,30.46,30.46,FALSE
"27","B","27_B",46,47.71,47.71,47.71,47.71,FALSE
"27","B","27_B",50,5.9,33.2807931209889,30.6821471065766,27.6755463089438,TRUE
"27","B","27_B",3.2,NA,2.8176560093127,2.78048902820725,2.90899776392191,TRUE
"27","B","27_B",5.3,NA,4.69198318301285,4.58132452020901,4.76704999414605,TRUE
"27","B","27_B",12.1,7.6,7.6,7.6,7.6,FALSE
"27","B","27_B",3.2,NA,2.8176560093127,2.78048902820725,2.90899776392191,TRUE
"27","B","27_B",2.2,NA,2.09711055455578,2.08123061214088,2.16269361721777,TRUE
"27","B","27_B",34.4,16.51,16.51,16.51,16.51,FALSE
"27","B","27_B",12,7,7,7,7,FALSE
"27","B","27_B",28.8,NA,24.2402080565104,22.6218940411181,21.1245139781768,TRUE
"27","B","27_B",25.2,NA,22.0453935982375,20.6428844431602,19.4600246813997,TRUE
"27","C","27_C",1.8,1.9,1.9,1.9,1.9,FALSE
"27","C","27_C",1.5,NA,1.66157447206256,1.69376392521108,1.74023647821522,TRUE
"27","C","27_C",2.1,NA,1.96011521910223,2.01995184714677,2.09637960462235,TRUE
"27","C","27_C",1.5,NA,1.66157447206256,1.69376392521108,1.74023647821522,TRUE
"27","C","27_C",1.8,2.4,2.4,2.4,2.4,FALSE
"27","C","27_C",1,NA,1.47083378495174,1.48579654573866,1.50971415058088,TRUE
"27","C","27_C",1.8,NA,1.80234998563728,1.84748597388061,1.90878373768412,TRUE
"27","C","27_C",12.8,NA,10.6222328546331,11.6295996248204,11.528080505282,TRUE
"27","C","27_C",14.1,NA,11.6272804803319,12.756290391543,12.5559776668321,TRUE
"27","C","27_C",17.5,NA,14.0633776352751,15.4948742755534,15.0074782027745,TRUE
"27","C","27_C",12.9,NA,10.7009593732951,11.7177846511841,11.6089688814164,TRUE
"27","C","27_C",22.5,NA,17.1608676645822,18.9913065379426,18.0517739538228,TRUE
"27","C","27_C",25,NA,18.5160731869459,20.5257209662258,19.3607116463858,TRUE
"27","C","27_C",2.1,3.85,3.85,3.85,3.85,FALSE
"27","C","27_C",7.9,NA,6.52495827744262,7.05816382621509,7.2191178565599,TRUE
"27","C","27_C",2,NA,1.90576579594696,1.96051696244999,2.0318955520221,TRUE
"27","C","27_C",1,NA,1.47083378495174,1.48579654573866,1.50971415058088,TRUE
"27","C","27_C",13,NA,10.7794531355847,11.8057209584311,11.689553988956,TRUE
"27","C","27_C",26.8,20.3,20.3,20.3,20.3,FALSE
"27","C","27_C",12,3.5,3.5,3.5,3.5,FALSE
"27","C","27_C",22,NA,16.8752134247737,18.6682300021108,17.7741579189646,TRUE
"27","C","27_C",41.7,NA,25.1748915030932,28.1023899690935,25.6158291216529,TRUE
"27","C","27_C",18.5,NA,14.7274178817882,16.2431393689381,15.666625287158,TRUE
"27","C","27_C",3.2,12,12,12,12,FALSE
"27","C","27_C",13,NA,10.7794531355847,11.8057209584311,11.689553988956,TRUE
"27","C","27_C",17,NA,13.7225568208303,15.1111115704083,14.6677117538535,TRUE
"27","C","27_C",12.7,NA,10.5432746400316,11.5411672226554,11.4468890383795,TRUE
"27","C","27_C",13.9,NA,11.4752786025625,12.5857685944522,12.4011706588515,TRUE
"27","C","27_C",2.2,3.1,3.1,3.1,3.1,FALSE
"27","C","27_C",2.8,NA,2.38356564071676,2.48368982681727,2.59437890785895,TRUE
"27","C","27_C",2.5,NA,2.19350482352215,2.27540901357431,2.37176375515149,TRUE
"27","C","27_C",1.9,NA,1.85315297274155,1.90300204466003,1.96933209212153,TRUE
"27","C","27_C",2.8,NA,2.38356564071676,2.48368982681727,2.59437890785895,TRUE
"27","C","27_C",12.3,8.9,8.9,8.9,8.9,FALSE
"27","C","27_C",17.1,NA,13.7911952438532,15.1883823000036,14.7362185807421,TRUE
"27","C","27_C",14.8,NA,12.1516813908337,13.3449123001614,13.0883320195668,TRUE
"27","C","27_C",16.6,NA,13.4456182043089,14.7994255001812,14.3908860323592,TRUE
"27","C","27_C",20.2,NA,15.8039219660138,17.4577146325699,16.7274904093016,TRUE
"27","A","27_A",8,9.7,9.7,9.7,9.7,FALSE
"27","A","27_A",1.1,NA,1.57180666585062,1.52210769320514,1.55020967531285,TRUE
"27","A","27_A",1.2,NA,1.61803469593141,1.56116379686183,1.59363977370199,TRUE
"27","A","27_A",11.6,NA,9.72768387277562,10.5525495236152,10.5338950291081,TRUE
"27","A","27_A",13.5,13.9,13.9,13.9,13.9,FALSE
"27","A","27_A",27.4,NA,17.3767580285444,21.8805605585197,20.5038315161284,TRUE
"27","A","27_A",24.3,NA,16.2875469508347,20.1092844093646,19.0070035935187,TRUE
"27","A","27_A",46.2,23.66,23.66,23.66,23.66,FALSE
"27","A","27_A",45.2,11.58,11.58,11.58,11.58,FALSE
"27","A","27_A",42,17.5,17.5,17.5,17.5,FALSE
"27","A","27_A",3,NA,2.79795481532416,2.62955130573359,2.74936067952401,TRUE
"27","A","27_A",8.6,NA,7.48877715069357,7.73260073867032,7.87066873263433,TRUE
"27","A","27_A",4.6,NA,4.12149115601963,3.94727234476258,4.12154021902769,TRUE
"27","A","27_A",2.7,NA,2.56850016513392,2.41280206885402,2.51879167454102,TRUE
"27","A","27_A",17,7.7,7.7,7.7,7.7,FALSE
"27","A","27_A",10.8,NA,9.16048428963324,9.81636339526833,9.84740896432789,TRUE
"27","A","27_A",11.2,15,15,15,15,FALSE
"27","A","27_A",22.2,NA,15.4596344454037,18.7981317295779,17.8858671198012,TRUE
"27","A","27_A",20.1,NA,14.5471909493664,17.3882252777218,16.6670891651862,TRUE
"27","A","27_A",50,29.16,29.16,29.16,29.16,FALSE
"27","A","27_A",22.2,NA,15.4596344454037,18.7981317295779,17.8858671198012,TRUE
"27","A","27_A",47.8,21.28,21.28,21.28,21.28,FALSE
"27","A","27_A",2.9,NA,2.72049671516549,2.55595864880982,2.67125694362733,TRUE
"27","A","27_A",13.6,NA,11.0520868231846,12.3280495130325,12.1666930931835,TRUE
"27","A","27_A",23,1.8,1.8,1.8,1.8,FALSE
"27","A","27_A",23,13,13,13,13,FALSE
"27","A","27_A",7.3,12.3,12.3,12.3,12.3,FALSE
"27","A","27_A",1.1,NA,1.57180666585062,1.52210769320514,1.55020967531285,TRUE
"27","A","27_A",3.5,NA,3.19731040095609,3.01550360041949,3.15616269586793,TRUE
"27","A","27_A",8.9,NA,7.72619575754721,8.02060879876121,8.14705654087693,TRUE
"27","A","27_A",2.5,NA,2.42087408405282,2.27540901357431,2.37176375515149,TRUE
"27","A","27_A",1.7,NA,1.88763044160303,1.79405053527966,1.85034906137625,TRUE
"27","A","27_A",51.7,19.3,19.3,19.3,19.3,FALSE
"27","A","27_A",7.1,6.8,6.8,6.8,6.8,FALSE
"27","A","27_A",49.9,22.1,22.1,22.1,22.1,FALSE
"27","A","27_A",16.6,NA,12.8057595625108,14.7994255001812,14.3908860323592,TRUE
"27","A","27_A",24.1,NA,16.2120461604201,19.9884568703141,18.9041651601074,TRUE
"27","A","27_A",11.5,NA,9.65797377962388,10.4612836917459,10.449104780976,TRUE
"27","A","27_A",20.6,NA,14.7727126575776,17.7332788362119,16.966671343088,TRUE
"27","A","27_A",14.1,12.2,12.2,12.2,12.2,FALSE
"27","A","27_A",30.5,NA,18.3318503353694,23.47720985804,21.8365449240339,TRUE
"27","A","27_A",22.8,NA,15.7043264541784,19.1824879851,18.2157183375908,TRUE
"27","D","27_D",1.8,NA,2.0340563442014,1.84748597388061,1.90878373768412,TRUE
"27","D","27_D",3.8,NA,3.90057643481055,3.25970373114183,3.41131497483775,TRUE
"27","D","27_D",1.2,NA,1.65142082215597,1.56116379686183,1.59363977370199,TRUE
